target_id	length	eff_length	est_counts	tpm
ENST00000509347.5	572	367.55	0	0
ENST00000503720.1	528	323.619	0	0
ENST00000514841.1	480	275.893	0	0
ENST00000259021.8	9644	9439.43	138.354	0.817003
ENST00000454930.6	1774	1569.43	57.1901	2.03121
ENST00000509773.5	1774	1569.43	0	0
ENST00000510819.5	1769	1564.43	0	0
ENST00000424009.6	3469	3264.43	505.022	8.62342
ENST00000509124.5	564	359.586	0	0
ENST00000506533.5	563	358.586	0	0
ENST00000435742.2	3638	3433.43	0	0
ENST00000513171.5	912	707.429	0	0
ENST00000514540.5	648	443.473	0	0
ENST00000513980.5	1387	1182.43	0	0
ENST00000512616.5	1289	1084.43	0	0
ENST00000508594.1	559	354.586	0	0
ENST00000509794.5	553	348.586	1.4824	0.237045
ENST00000510426.1	548	343.586	0	0
ENST00000513075.1	440	236.146	0	0
ENST00000503101.1	875	670.429	13.2764	1.10383
ENST00000503635.1	583	378.55	0	0
ENST00000574365.1	416	212.454	0	0
ENST00000326219.5	597	392.473	0	0
ENST00000334568.8	675	470.429	0	0
ENST00000352793.6	564	359.586	0	0
ENST00000398154.5	624	419.473	2	0.265768
ENST00000436235.5	657	452.429	0	0
ENST00000608861.1	225	55.5984	0	0
ENST00000608380.1	206	46.9173	0	0
ENST00000503603.1	455	251.049	0	0
ENST00000376609.1	2100	1895.43	4.08414	0.120107
ENST00000515692.1	1816	1611.43	0	0
ENST00000518420.1	395	191.979	0	0
ENST00000362622.1	102	17.3452	0	0
ENST00000503410.1	562	357.586	0	0
ENST00000240306.4	2034	1829.43	0	0
ENST00000505318.2	643	438.473	0	0
ENST00000503276.2	1202	997.429	0	0
ENST00000411890.3	1404	1199.43	0	0
ENST00000611342.1	1662	1457.43	0	0
ENST00000434704.2	2602	2397.43	0	0
ENST00000512495.2	834	629.429	0	0
ENST00000511867.1	586	381.473	1.00498	0.146849
ENST00000627401.1	134	25.8377	0	0
ENST00000630052.1	157	32.0415	0	0
ENST00000627581.1	165	34.2016	0	0
ENST00000499842.1	2533	2328.43	91	2.17849
ENST00000506401.6	1817	1612.43	104.569	3.61492
ENST00000505306.5	5479	5274.43	1853.67	19.59
ENST00000320031.12	4888	4683.43	15378.8	183.035
ENST00000007722.11	3665	3460.43	31.3051	0.504268
ENST00000508100.1	549	344.586	0	0
ENST00000570989.1	2495	2290.43	35.0201	0.852268
ENST00000512553.5	351	150.188	0	0
ENST00000505552.1	600	395.473	9.04079	1.27428
ENST00000510809.1	518	313.808	11.5442	2.05057
ENST00000505612.1	576	371.55	58.1262	8.7203
ENST00000506827.1	827	622.429	0	0
ENST00000507771.5	399	195.843	47.7071	13.5785
ENST00000515147.1	535	330.586	160.686	27.0938
ENST00000504417.1	227	56.6775	9	8.85132
ENST00000506437.1	3055	2850.43	491.916	9.61961
ENST00000514834.1	860	655.429	802.661	68.2626
ENST00000612365.1	583	378.55	20	2.94499
ENST00000007708.7	2384	2179.43	189.29	4.8413
ENST00000508030.5	578	373.55	13.7943	2.05839
ENST00000503176.5	3440	3235.43	288.542	4.97112
ENST00000503614.5	947	742.429	0	0
ENST00000508960.1	553	348.586	7.3426	1.17413
ENST00000505897.5	865	660.429	46.7532	3.94604
ENST00000505440.5	615	410.473	0	0
ENST00000614357.4	2493	2288.43	0.348143	0.00848003
ENST00000511026.1	577	372.55	0	0
ENST00000512238.1	590	385.473	0	0
ENST00000515040.5	567	362.586	33.407	5.13574
ENST00000620020.1	440	236.146	0	0
ENST00000511361.1	430	226.192	3	0.739299
ENST00000510219.2	576	371.55	0	0
ENST00000506242.5	517	312.808	0	0
ENST00000503076.1	560	355.586	0	0
ENST00000512204.5	806	601.429	0.186939	0.0173258
ENST00000506647.1	660	455.429	0	0
ENST00000330175.8	4425	4220.43	4.25118	0.0561474
ENST00000285206.12	2874	2669.43	116.797	2.43887
ENST00000508892.5	2705	2500.43	88.6772	1.97685
ENST00000573376.1	2356	2151.43	3.33921	0.0865153
ENST00000503131.1	1938	1733.43	64.4634	2.07292
ENST00000515816.1	599	394.473	9.77888	1.38181
ENST00000503734.1	755	550.429	2.64294	0.267646
ENST00000507043.1	610	405.473	6.15209	0.845739
ENST00000511964.1	560	355.586	5.84251	0.915864
ENST00000513474.1	507	302.808	8.39121	1.54466
ENST00000612501.1	4167	3962.43	1457.53	20.5037
ENST00000451776.1	468	263.947	6.11857	1.29214
ENST00000513579.1	655	450.429	28.3513	3.50851
ENST00000523083.1	547	342.586	0	0
ENST00000572855.1	1794	1589.43	0	0
ENST00000513942.5	734	529.429	0	0
ENST00000514934.1	542	337.586	0	0
ENST00000513821.5	1090	885.429	3.30479	0.208049
ENST00000344627.10	1057	852.429	1.69521	0.110851
ENST00000262018.7	1432	1227.43	0	0
ENST00000502555.5	1349	1144.43	0	0
ENST00000511303.5	668	463.429	0	0
ENST00000512526.1	577	372.55	0	0
ENST00000504073.1	696	491.429	0	0
ENST00000508382.1	410	206.58	0	0
ENST00000505964.1	494	289.808	0	0
ENST00000225964.9	6727	6522.43	320.929	2.74268
ENST00000510710.3	1147	942.429	3.01402	0.178268
ENST00000486572.1	836	631.429	0	0
ENST00000511732.1	789	584.429	1	0.0953772
ENST00000494334.1	396	192.96	0	0
ENST00000476387.1	600	395.473	0	0
ENST00000504289.1	481	276.893	0	0
ENST00000463440.1	614	409.473	0	0
ENST00000471344.1	1192	987.429	0	0
ENST00000485870.1	403	199.764	0	0
ENST00000495677.1	594	389.473	0	0
ENST00000474644.1	640	435.473	0	0
ENST00000507689.1	549	344.586	7.05734	1.14161
ENST00000509943.1	839	634.429	2.53185	0.22245
ENST00000577175.1	578	373.55	0	0
ENST00000514468.1	455	251.049	0	0
ENST00000300433.7	2767	2562.43	0	0
ENST00000507382.1	573	368.55	0	0
ENST00000511882.1	582	377.55	0	0
ENST00000508851.1	750	545.429	0	0
ENST00000610382.1	98	16.4128	0	0
ENST00000017003.6	3507	3302.43	382.193	6.45098
ENST00000509778.1	145	29.3578	0	0
ENST00000507602.5	2107	1902.43	0	0
ENST00000376550.7	3267	3062.43	52.5724	0.956903
ENST00000511654.1	587	382.473	0	0
ENST00000574840.1	901	696.429	0	0
ENST00000571021.1	2174	1969.43	12.2343	0.346269
ENST00000624336.1	2266	2061.43	22	0.594882
ENST00000507088.5	732	527.429	6.5936	0.696843
ENST00000508200.5	636	431.473	1.65939	0.214373
ENST00000225969.8	716	511.429	676.997	73.7866
ENST00000503633.5	742	537.429	0	0
ENST00000442592.3	2441	2236.43	35.9299	0.895524
ENST00000511860.1	869	664.429	6.38195	0.535403
ENST00000514928.1	397	193.921	2.48188	0.713397
ENST00000393271.6	2354	2149.43	0	0
ENST00000338165.8	2339	2134.43	10.7266	0.280128
ENST00000511711.5	679	474.429	0	0
ENST00000511519.6	562	357.586	0	0
ENST00000510007.5	1538	1333.43	1.53665	0.0642365
ENST00000503118.2	438	234.169	1	0.238038
ENST00000511648.6	2296	2091.43	0	0
ENST00000510246.1	1010	805.429	0	0
ENST00000513077.1	562	357.586	4.85283	0.75647
ENST00000514211.1	462	258.024	0	0
ENST00000507616.1	1438	1233.43	1.99215	0.0900296
ENST00000225972.7	2910	2705.43	6556.24	135.081
ENST00000384097.1	102	17.3452	1	3.21364
ENST00000576448.1	1531	1326.43	4.65172	0.195481
ENST00000511627.1	715	510.429	0	0
ENST00000510410.5	1745	1540.43	3.95345	0.143058
ENST00000300441.8	2235	2030.43	0	0
ENST00000504945.1	544	339.586	0	0
ENST00000503408.5	554	349.586	0	0
ENST00000506582.5	594	389.473	0	0
ENST00000504392.5	1881	1676.43	0	0
ENST00000427954.6	2251	2046.43	0	0
ENST00000502667.5	2098	1893.43	0.852235	0.0250892
ENST00000570356.1	380	177.48	0.920114	0.28898
ENST00000506052.1	701	496.429	0	0
ENST00000513101.1	564	359.586	0	0
ENST00000508245.5	665	460.429	0	0
ENST00000510262.1	407	203.683	0	0
ENST00000507769.1	595	390.473	0	0
ENST00000506187.1	594	389.473	0	0
ENST00000508540.5	1789	1584.43	0	0
ENST00000258969.4	1739	1534.43	1	0.036327
ENST00000509806.1	706	501.429	0	0
ENST00000513544.5	497	292.808	0	0
ENST00000511288.1	838	633.429	2	0.175998
ENST00000506085.5	864	659.429	3.46114	0.292568
ENST00000508734.1	165	34.2016	0	0
ENST00000503387.1	559	354.586	0	0
ENST00000512119.5	598	393.473	0.813063	0.115182
ENST00000512537.1	483	278.865	0	0
ENST00000503295.1	545	340.586	0	0
ENST00000511147.1	375	172.639	0	0
ENST00000507792.1	716	511.429	0	0
ENST00000620769.1	2573	2368.43	1.08253	0.0254773
ENST00000258955.6	2528	2323.43	716.246	17.1834
ENST00000443328.2	1044	839.429	15.7541	1.04613
ENST00000515221.2	1029	824.429	7.65698	0.517703
ENST00000504284.1	1064	859.429	0	0
ENST00000510554.1	554	349.586	5.1288	0.817784
ENST00000506211.1	930	725.429	8.19095	0.629384
ENST00000509398.1	539	334.586	14.1344	2.35475
ENST00000513650.1	637	432.473	20.8886	2.69232
ENST00000502300.1	349	148.416	0	0
ENST00000436259.6	3102	2897.43	0.933496	0.0179588
ENST00000323776.9	3186	2981.43	0	0
ENST00000470609.5	2092	1887.43	0	0
ENST00000576179.1	537	332.586	2.65689	0.445293
ENST00000419930.1	1640	1435.43	2.00009	0.0776683
ENST00000452039.5	947	742.429	0	0
ENST00000458692.1	753	548.429	0	0
ENST00000437498.1	3108	2903.43	0.0665037	0.00127677
ENST00000468821.1	444	240.074	0	0
ENST00000459754.1	571	366.55	0	0
ENST00000488432.1	467	262.947	0	0
ENST00000485169.1	702	497.429	0	0
ENST00000477744.1	427	223.237	0	0
ENST00000573066.1	334	134.833	0	0
ENST00000268933.7	4071	3866.43	0	0
ENST00000503246.1	804	599.429	0	0
ENST00000503690.5	603	398.473	0	0
ENST00000514874.5	580	375.55	0	0
ENST00000510462.5	582	377.55	0	0
ENST00000515028.5	599	394.473	0	0
ENST00000571402.1	301	106.46	0	0
ENST00000507998.5	510	305.808	0	0
ENST00000512291.5	1675	1470.43	0	0
ENST00000512379.5	2449	2244.43	0	0
ENST00000510045.5	2260	2055.43	0	0
ENST00000504857.1	522	317.619	0	0
ENST00000507709.1	558	353.586	0	0
ENST00000511414.5	573	368.55	0	0
ENST00000515126.1	560	355.586	0	0
ENST00000507467.1	810	605.429	0	0
ENST00000574464.5	2036	1831.43	0	0
ENST00000537145.2	2223	2018.43	0	0
ENST00000513017.1	607	402.473	0	0
ENST00000509260.1	717	512.429	2	0.217557
ENST00000504334.5	3539	3334.43	0	0
ENST00000619622.4	2769	2564.43	29.2925	0.63671
ENST00000006658.10	2719	2514.43	159.115	3.52735
ENST00000356488.8	2634	2429.43	372.332	8.54284
ENST00000503127.5	2734	2529.43	405.149	8.92831
ENST00000505085.5	628	423.473	0	0
ENST00000502911.5	879	674.429	1.85006	0.152906
ENST00000510917.5	453	249.049	0	0
ENST00000511605.1	559	354.586	1	0.157201
ENST00000505456.6	878	673.429	7.07027	0.585221
ENST00000508598.5	570	365.55	0	0
ENST00000505559.5	1590	1385.43	6.95512	0.279832
ENST00000515526.5	498	293.808	0	0
ENST00000511845.5	554	349.586	0	0
ENST00000511937.5	2669	2464.43	0	0
ENST00000503063.5	3232	3027.43	170.724	3.14338
ENST00000512181.5	1456	1251.43	0	0
ENST00000505336.1	534	329.586	0	0
ENST00000512416.5	845	640.429	0	0
ENST00000511347.5	1035	830.429	0	0
ENST00000505656.5	975	770.429	16.9603	1.22709
ENST00000504265.5	877	672.429	17.719	1.46882
ENST00000515619.1	818	613.429	6.13491	0.557469
ENST00000508528.1	512	307.808	5.34943	0.968731
ENST00000513618.1	629	424.473	3.43688	0.451326
ENST00000504271.1	806	601.429	8.91099	0.825882
ENST00000505793.1	1433	1228.43	2.31226	0.104921
ENST00000505495.1	1001	796.429	0	0
ENST00000508920.1	368	165.894	0.68774	0.231084
ENST00000360761.8	7497	7292.43	0	0
ENST00000354983.8	8138	7933.43	0	0
ENST00000352832.9	7848	7643.43	0	0
ENST00000442258.6	7226	7021.43	2.563e-008	2.0347e-010
ENST00000416767.8	4899	4694.43	0	0
ENST00000502264.5	6921	6716.43	0	0
ENST00000503436.5	6752	6547.43	0	0
ENST00000503485.5	6768	6563.43	0	0
ENST00000503607.5	6698	6493.43	0	0
ENST00000504076.5	6788	6583.43	0	0
ENST00000505165.5	6633	6428.43	0	0
ENST00000506406.5	6821	6616.43	0	0
ENST00000507336.5	7116	6911.43	0	0
ENST00000507510.6	7014	6809.43	0	0
ENST00000507609.5	6849	6644.43	0	0
ENST00000507896.5	6600	6395.43	0	0
ENST00000510115.5	6912	6707.43	0	0
ENST00000510366.5	6714	6509.43	0	0
ENST00000511765.5	6767	6562.43	0	0
ENST00000511768.5	6731	6526.43	0	0
ENST00000512389.5	6837	6632.43	0	0
ENST00000513689.6	6879	6674.43	0	0
ENST00000513964.5	6735	6530.43	0	0
ENST00000514079.5	6891	6686.43	0	0
ENST00000514181.5	6795	6590.43	0	0
ENST00000514717.5	6699	6494.43	0	0
ENST00000515165.5	6870	6665.43	0	0
ENST00000515411.5	6960	6755.43	0	0
ENST00000515765.5	6981	6776.43	0	0
ENST00000429973.6	7120	6915.43	7	0.0564229
ENST00000358244.9	7030	6825.43	0	0
ENST00000359106.9	7648	7443.43	0	0
ENST00000513378.1	156	31.834	0	0
ENST00000570567.1	1255	1050.43	0	0
ENST00000506520.1	1478	1273.43	0	0
ENST00000502435.1	510	305.808	0	0
ENST00000515707.1	656	451.429	10	1.23477
ENST00000513511.5	1042	837.429	19.2958	1.28437
ENST00000427699.5	1881	1676.43	177.338	5.89648
ENST00000285238.12	5716	5511.43	1524.89	15.4223
ENST00000502426.5	5326	5121.43	817.881	8.90175
ENST00000505699.5	5271	5066.43	2369.15	26.0655
ENST00000515585.1	484	279.837	15.2953	3.0467
ENST00000513589.1	582	377.55	12.1525	1.79418
ENST00000571855.1	1562	1357.43	29.2382	1.20063
ENST00000515070.1	520	315.808	5.40282	0.953615
ENST00000503304.1	542	337.586	25.2823	4.17454
ENST00000510633.5	856	651.429	14.1106	1.20741
ENST00000506464.5	540	335.586	35.9171	5.96587
ENST00000513745.1	898	693.429	0	0
ENST00000510891.1	715	510.429	0	0
ENST00000503337.1	2277	2072.43	280.886	7.55486
ENST00000508929.1	575	370.55	22.5851	3.39745
ENST00000504586.1	383	180.409	12.5803	3.88695
ENST00000285243.6	4184	3979.43	1308.28	18.3255
ENST00000574246.1	670	465.429	0	0
ENST00000364470.1	117	21.6821	0	0
ENST00000513072.1	848	643.429	5.08951	0.440912
ENST00000507114.1	567	362.586	8.44691	1.29856
ENST00000505658.5	7040	6835.43	662.507	5.40258
ENST00000625349.2	408	204.683	3.80803	1.03704
ENST00000508045.5	1112	907.429	6.91177	0.424574
ENST00000508218.5	533	328.619	5.70112	0.96704
ENST00000506686.5	582	377.55	0	0
ENST00000509335.5	582	377.55	0	0
ENST00000504563.6	840	635.429	9.00956	0.790338
ENST00000393227.6	2284	2079.43	195.272	5.23446
ENST00000240304.5	1972	1767.43	375.792	11.8517
ENST00000505619.5	658	453.429	1.03123	0.126772
ENST00000508482.5	1597	1392.43	8.03939	0.32183
ENST00000510984.5	505	300.808	0	0
ENST00000507200.5	510	305.808	0	0
ENST00000623774.1	2151	1946.43	1.24998	0.0357965
ENST00000513025.2	594	389.473	1.12154	0.160515
ENST00000507503.1	561	356.586	0	0
ENST00000511068.1	277	87.9189	0	0
ENST00000504065.5	1071	866.429	16.281	1.04743
ENST00000509487.1	647	442.473	6.54241	0.824189
ENST00000511974.5	507	302.808	1.85218	0.340951
ENST00000513969.5	419	215.326	2.83811	0.7347
ENST00000503728.1	783	578.429	0	0
ENST00000512549.1	204	45.9821	0.852209	1.03308
ENST00000503798.1	663	458.429	2.21993	0.269925
ENST00000300458.1	2763	2558.43	0	0
ENST00000450727.5	686	481.429	0	0
ENST00000502517.5	940	735.429	0	0
ENST00000419688.1	558	353.586	0	0
ENST00000576150.1	960	755.429	0	0
ENST00000620427.1	81	18.4583	0	0
ENST00000426127.1	2193	1988.43	0	0
ENST00000311378.4	3588	3383.43	0	0
ENST00000572491.2	457	253.024	0	0
ENST00000499247.2	2229	2024.43	1851.83	50.9888
ENST00000268957.3	1467	1262.43	0	0
ENST00000509385.1	889	684.429	33.1706	2.70148
ENST00000416263.3	1351	1146.43	20	0.972432
ENST00000523470.1	547	342.586	0	0
ENST00000514358.1	690	485.429	0	0
ENST00000519432.1	541	336.586	1	0.165608
ENST00000573301.1	492	287.837	0	0
ENST00000501718.2	2054	1849.43	0	0
ENST00000506394.1	527	322.619	0	0
ENST00000512717.1	789	584.429	3	0.286132
ENST00000262013.11	8273	8068.43	3059.56	21.1371
ENST00000618113.4	8246	8041.43	1337.98	9.27455
ENST00000509724.1	681	476.429	0	0
ENST00000510283.5	4949	4744.43	603.541	7.09086
ENST00000505279.5	4659	4454.43	20.3669	0.254864
ENST00000357122.8	4761	4556.43	4200.07	51.3817
ENST00000506500.1	828	623.429	45.6242	4.07929
ENST00000513746.6	822	617.429	16.1142	1.45478
ENST00000511312.2	943	738.429	84.8718	6.40665
ENST00000513906.1	750	545.429	19.2077	1.96297
ENST00000514613.5	2523	2318.43	133.167	3.20168
ENST00000505173.5	2369	2164.43	0	0
ENST00000514205.1	558	353.586	5.27189	0.831089
ENST00000506483.1	848	643.429	72.4645	6.27771
ENST00000513827.5	728	523.429	60.7242	6.46666
ENST00000515685.1	292	99.1559	3.52546	1.98186
ENST00000513547.5	627	422.473	0	0
ENST00000511795.1	522	317.619	0	0
ENST00000576492.1	554	349.586	0	0
ENST00000510855.1	686	481.429	0	0
ENST00000511987.5	1298	1093.43	5.2816	0.269247
ENST00000502329.1	528	323.619	38.5606	6.64181
ENST00000509833.1	332	132.999	3	1.25733
ENST00000393196.7	940	735.429	1480.27	112.195
ENST00000487481.1	987	782.429	2.61166	0.186058
ENST00000336097.7	986	781.429	137.011	9.7733
ENST00000480143.5	964	759.429	5.8396	0.42862
ENST00000512768.1	1056	851.429	5.52595	0.361772
ENST00000511355.5	1645	1440.43	7.0016	0.270946
ENST00000393193.6	1021	816.429	424.023	28.9499
ENST00000475573.5	781	576.429	48.566	4.69638
ENST00000376392.10	894	689.429	0	0
ENST00000555572.1	1193	988.429	0	0
ENST00000013034.3	796	591.429	0	0
ENST00000456492.1	510	305.808	0	0
ENST00000465188.1	521	316.619	1.01815	0.179247
ENST00000514264.6	850	645.429	21.6492	1.86969
ENST00000513177.5	692	487.429	0	0
ENST00000512737.5	826	621.429	6851.75	614.591
ENST00000503064.5	749	544.429	64.8703	6.64172
ENST00000393183.7	568	363.586	291.71	44.722
ENST00000485076.1	554	349.586	12.0523	1.92173
ENST00000393190.4	866	661.429	429.498	36.1955
ENST00000570801.1	565	360.586	6.94955	1.0743
ENST00000573262.1	789	584.429	26.5549	2.53273
ENST00000586178.5	5382	5177.43	88.3345	0.951026
ENST00000415868.5	5099	4894.43	165.339	1.883
ENST00000624148.1	3213	3008.43	33.399	0.618828
ENST00000405860.7	3224	3019.43	4.83509	0.0892598
ENST00000586898.1	534	329.586	0	0
ENST00000591270.1	2163	1958.43	3.01856	0.0859148
ENST00000376381.3	1420	1215.43	1.47287	0.0675479
ENST00000593259.1	550	345.586	3	0.483884
ENST00000581917.1	2170	1965.43	1	0.0283608
ENST00000225298.11	1894	1689.43	886.758	29.2578
ENST00000508506.3	592	387.473	8.13185	1.16983
ENST00000583725.5	577	372.55	7.74189	1.15835
ENST00000583205.5	664	459.429	0	0
ENST00000579261.6	567	362.586	1.32615	0.203872
ENST00000582832.1	464	259.947	0	0
ENST00000582150.1	897	692.429	16.0423	1.29142
ENST00000514726.1	1723	1518.43	3.53963	0.129939
ENST00000505978.1	650	445.429	0	0
ENST00000510059.1	585	380.55	0	0
ENST00000441895.2	2645	2440.43	1.02632	0.0234418
ENST00000592081.1	535	330.586	0	0
ENST00000588341.1	2845	2640.43	13.2752	0.280249
ENST00000570565.5	2276	2071.43	0	0
ENST00000442502.6	2935	2730.43	0	0
ENST00000571371.5	2699	2494.43	0	0
ENST00000451037.6	3189	2984.43	0	0
ENST00000285273.8	2914	2709.43	0	0
ENST00000575181.1	1474	1269.43	0	0
ENST00000571918.1	628	423.473	0	0
ENST00000575097.1	410	206.58	0	0
ENST00000625000.1	2138	1933.43	0	0
ENST00000630765.1	88	15.3022	0	0
ENST00000573294.1	567	362.586	0	0
ENST00000572848.1	308	112.169	0	0
ENST00000412360.1	682	477.429	0	0
ENST00000623702.1	835	630.429	0	0
ENST00000612766.1	89	15.2821	0	0
ENST00000408607.2	91	15.3514	0	0
ENST00000268919.5	2313	2108.43	0	0
ENST00000516000.1	329	130.351	0	0
ENST00000570371.5	2442	2237.43	0	0
ENST00000574744.1	559	354.586	0	0
ENST00000575882.5	2507	2302.43	217.02	5.25399
ENST00000570965.5	1026	821.429	23.0842	1.56646
ENST00000445275.6	2228	2023.43	265.404	7.31133
ENST00000348161.8	1895	1690.43	302.154	9.96341
ENST00000572405.5	2337	2132.43	21.7839	0.569425
ENST00000576932.5	1252	1047.43	10.4363	0.555388
ENST00000572158.5	1521	1316.43	16.1063	0.681985
ENST00000572298.5	567	362.586	0	0
ENST00000536554.5	1522	1317.43	508.591	21.5188
ENST00000571319.5	1524	1319.43	13.6225	0.575502
ENST00000575333.5	1849	1644.43	294.397	9.97917
ENST00000572360.5	576	371.55	0	0
ENST00000570499.5	596	391.473	0	0
ENST00000572576.5	754	549.429	0	0
ENST00000573607.5	556	351.586	0	0
ENST00000575909.1	708	503.429	0	0
ENST00000570977.1	584	379.55	0	0
ENST00000570623.1	673	468.429	2.97788	0.354356
ENST00000572905.1	537	332.586	6.19798	1.03878
ENST00000574653.1	721	516.429	3.26698	0.352624
ENST00000574318.1	552	347.586	3.27614	0.525383
ENST00000576370.5	2663	2458.43	33.8965	0.768553
ENST00000576084.5	652	447.429	0.964284	0.120132
ENST00000572088.1	3244	3039.43	7.03572	0.129031
ENST00000573912.1	453	249.049	2	0.447632
ENST00000572558.5	1054	849.429	4.38493	0.287747
ENST00000574821.1	495	290.808	0	0
ENST00000623493.1	1667	1462.43	13	0.495501
ENST00000574989.1	287	95.2044	3.81386	2.23298
ENST00000299335.7	2497	2292.43	441.315	10.7307
ENST00000571584.1	1108	903.429	50.6687	3.12624
ENST00000616755.1	206	46.9173	4	4.75229
ENST00000461444.5	456	252.024	7.79417	1.72387
ENST00000376352.6	15590	15385.4	62.8031	0.227535
ENST00000405898.5	2229	2024.43	3.68049	0.10134
ENST00000434978.6	2807	2602.43	10.8808	0.233055
ENST00000464340.5	1174	969.429	0	0
ENST00000398391.6	2160	1955.43	0	0
ENST00000463234.1	423	219.326	0	0
ENST00000468837.1	690	485.429	0	0
ENST00000226067.9	5547	5342.43	302.642	3.15767
ENST00000430986.6	1385	1180.43	11.9007	0.561965
ENST00000573945.5	2977	2772.43	23.9021	0.480565
ENST00000575345.5	3589	3384.43	57.9796	0.954917
ENST00000570962.1	1310	1105.43	0	0
ENST00000572002.1	1251	1046.43	12.7537	0.679366
ENST00000574716.1	1740	1535.43	1	0.0363033
ENST00000573020.1	414	210.497	0	0
ENST00000572234.2	298	104.103	0	0
ENST00000573422.5	493	288.808	0	0
ENST00000575868.3	558	353.586	5	0.788227
ENST00000575307.1	582	377.55	3.8218	0.564249
ENST00000576751.1	1763	1558.43	0	0
ENST00000262065.7	2735	2530.43	282	6.212
ENST00000571578.1	670	465.429	0	0
ENST00000577038.1	570	365.55	9	1.37237
ENST00000572159.1	263	78.2311	0	0
ENST00000577089.1	566	361.586	0	0
ENST00000363237.1	111	19.8686	0	0
ENST00000424486.2	1747	1542.43	7	0.25297
ENST00000575734.5	1962	1757.43	0	0
ENST00000571679.1	720	515.429	0	0
ENST00000575685.1	566	361.586	0	0
ENST00000570586.1	570	365.55	0	0
ENST00000575806.1	570	365.55	0	0
ENST00000268896.9	2044	1839.43	183.134	5.54961
ENST00000576183.5	2680	2475.43	28.1286	0.633394
ENST00000573500.5	919	714.429	15.8946	1.24013
ENST00000417982.6	2234	2029.43	0	0
ENST00000325214.10	1856	1651.43	19.2123	0.64848
ENST00000571489.5	3932	3727.43	1.63055	0.0243837
ENST00000576221.1	609	404.473	0	0
ENST00000572536.1	647	442.473	0	0
ENST00000571972.1	585	380.55	1	0.146476
ENST00000579668.1	100	16.9413	0	0
ENST00000575594.1	723	518.429	0	0
ENST00000574292.5	904	699.429	0	0
ENST00000318698.6	2426	2221.43	0	0
ENST00000566473.6	3840	3635.43	0	0
ENST00000572945.1	665	460.429	0	0
ENST00000573365.2	767	562.429	0	0
ENST00000621750.1	91	15.3514	0.5	1.81551
ENST00000572312.1	433	229.192	0	0
ENST00000572321.1	428	224.215	0	0
ENST00000624834.1	2506	2301.43	6.04918	0.146513
ENST00000332822.4	1892	1687.43	6	0.198199
ENST00000570754.5	689	484.429	0	0
ENST00000397861.6	2013	1808.43	39	1.2021
ENST00000487705.1	633	428.473	4	0.52037
ENST00000284061.7	8660	8455.43	131.893	0.869487
ENST00000572810.1	1843	1638.43	14.0782	0.478957
ENST00000576869.5	1105	900.429	2.69561	0.166872
ENST00000572944.1	5179	4974.43	9.27056	0.103882
ENST00000571084.1	773	568.429	0	0
ENST00000570738.1	711	506.429	0.156594	0.0172358
ENST00000391167.1	107	18.8875	0	0
ENST00000316881.8	5734	5529.43	2630.62	26.5188
ENST00000574826.1	538	333.586	0	0
ENST00000573108.1	952	747.429	0	0
ENST00000537230.2	2906	2701.43	13.5583	0.279761
ENST00000581261.1	86	15.2062	0	0
ENST00000572021.5	1555	1350.43	49.8798	2.05887
ENST00000574234.1	471	266.947	18.4036	3.84287
ENST00000570473.5	498	293.808	14.0982	2.67471
ENST00000570749.5	614	409.473	23.9805	3.26444
ENST00000572550.1	519	314.808	17.4596	3.09146
ENST00000574997.1	440	236.146	3	0.708138
ENST00000619432.1	348	147.492	233	88.0572
ENST00000240316.4	2650	2445.43	421	9.59629
ENST00000572187.1	549	344.586	4.25134	0.687709
ENST00000573008.1	466	261.947	0	0
ENST00000262288.7	1942	1737.43	528.435	16.9535
ENST00000575423.5	1725	1520.43	81.7817	2.99824
ENST00000571345.5	719	514.429	0	0
ENST00000572591.5	579	374.55	0	0
ENST00000572710.5	555	350.586	0	0
ENST00000575395.5	572	367.55	0	0
ENST00000573823.5	581	376.55	0	0
ENST00000576154.5	1915	1710.43	0	0
ENST00000571898.5	722	517.429	0	0
ENST00000631024.1	444	240.074	0	0
ENST00000572877.1	2356	2151.43	0	0
ENST00000570480.5	1781	1576.43	0	0
ENST00000570589.5	778	573.429	7.77071	0.755366
ENST00000573789.1	654	449.429	0	0
ENST00000570505.1	528	323.619	5.49603	0.946655
ENST00000573239.1	930	725.429	0	0
ENST00000570479.1	924	719.429	15.7943	1.22374
ENST00000576871.1	713	508.429	18.669	2.04676
ENST00000576313.1	449	245.074	2.54167	0.578092
ENST00000575322.1	650	445.429	0	0
ENST00000337714.7	3970	3765.43	1116.17	16.5231
ENST00000571629.5	3105	2900.43	10.0531	0.193203
ENST00000570423.5	568	363.586	0	0
ENST00000575186.5	578	373.55	0	0
ENST00000621116.4	4285	4080.43	0	0
ENST00000573085.1	484	279.837	0	0
ENST00000572814.1	532	327.619	0	0
ENST00000574683.1	588	383.473	0	0
ENST00000576014.1	4281	4076.43	3.04477	0.0416342
ENST00000572557.5	3098	2893.43	0	0
ENST00000481416.5	4089	3884.43	128.656	1.84621
ENST00000539273.5	3153	2948.43	0	0
ENST00000576591.1	565	360.586	0	0
ENST00000314126.4	2380	2175.43	9.75642e-005	2.4999e-006
ENST00000572156.1	710	505.429	0	0
ENST00000576295.5	614	409.473	3.50552	0.477202
